num_item_id,word_code,word1,word2,WordBank1,WordBank2,category,class,classForm,classEH,classRS,classEHse,classVerbs,CDI_Metadata_compatible
218,mcs_vc8_8bucket,bucket,bucket,bucket,bucket,household,Noun,Noun,Noun,Noun,Noun,Noun,bucket
219,mcs_vc8_9camera,camera,camera,camera,camera,household,Noun,Noun,Noun,Noun,Noun,Noun,camera
220,mcs_vc8_10can,can,can,can (house),can_obj,household,Noun,Noun,Noun,Noun,Noun,Noun,can (object)
221,mcs_vc8_11clock,clock,clock,clock,clock,household,Noun,Noun,Noun,Noun,Noun,Noun,clock
222,mcs_vc8_12comb,comb,comb,comb,comb,household,Noun,Noun,Noun,Noun,Noun,Noun,comb
223,mcs_vc8_13cup,cup,cup,cup,cup,household,Noun,Noun,Noun,Noun,Noun,Noun,cup
224,mcs_vc8_14dish,dish,dish,dish,dish,household,Noun,Noun,Noun,Noun,Noun,Noun,dish
225,mcs_vc8_15fork,fork,fork,fork,fork,household,Noun,Noun,Noun,Noun,Noun,Noun,fork
226,mcs_vc8_16garbage,garbage,garbage,garbage,garbage,household,Noun,Noun,Noun,Noun,Noun,Noun,garbage
227,mcs_vc8_17glass,glass,glass,glass,glass,household,Noun,Noun,Noun,Noun,Noun,Noun,glass
228,mcs_vc8_18glasses,glasses,glasses,glasses,glasses,household,Noun,Noun,Noun,Noun,Noun,Noun,glasses
229,mcs_vc8_19hammer,hammer,hammer,hammer,hammer,household,Noun,Noun,Noun,Noun,Noun,Noun,hammer
230,mcs_vc8_20jar,jar,jar,jar,jar,household,Noun,Noun,Noun,Noun,Noun,Noun,jar
231,mcs_vc8_21keys,keys,keys,keys,keys,household,Noun,Noun,Noun,Noun,Noun,Noun,keys
232,mcs_vc8_22knife,knife,knife,knife,knife,household,Noun,Noun,Noun,Noun,Noun,Noun,knife
233,mcs_vc8_23lamp,lamp,lamp,lamp,lamp,household,Noun,Noun,Noun,Noun,Noun,Noun,lamp
234,mcs_vc8_24light,light,light,light,light,household,Noun,Noun,Noun,Noun,Noun,Noun,light
235,mcs_vc8_25medicine,medicine,medicine,medicine,medicine,household,Noun,Noun,Noun,Noun,Noun,Noun,medicine
236,mcs_vc8_26money,money,money,money,money,household,Noun,Noun,Noun,Noun,Noun,Noun,money
237,mcs_vc8_27mop,mop,mop,mop,mop,household,Noun,Noun,Noun,Noun,Noun,Noun,mop
238,mcs_vc8_28nail,nail,nail,nail,nail,household,Noun,Noun,Noun,Noun,Noun,Noun,nail
239,mcs_vc8_29napkin,napkin,napkin,napkin,napkin,household,Noun,Noun,Noun,Noun,Noun,Noun,napkin
240,mcs_vc8_30paper,paper,paper,paper,paper,household,Noun,Noun,Noun,Noun,Noun,Noun,paper
241,mcs_vc8_31penny,penny,penny,penny,penny,household,Noun,Noun,Noun,Noun,Noun,Noun,penny
242,mcs_vc8_32picture,picture,picture,picture,picture,household,Noun,Noun,Noun,Noun,Noun,Noun,picture
243,mcs_vc8_33pillow,pillow,pillow,pillow,pillow,household,Noun,Noun,Noun,Noun,Noun,Noun,pillow
244,mcs_vc8_34plant,plant,plant,plant,plant,household,Noun,Noun,Noun,Noun,Noun,Noun,plant
245,mcs_vc8_35plate,plate,plate,plate,plate,household,Noun,Noun,Noun,Noun,Noun,Noun,plate
246,mcs_vc8_36purse,purse,purse,purse,purse,household,Noun,Noun,Noun,Noun,Noun,Noun,purse
247,mcs_vc8_37radio,radio,radio,radio,radio,household,Noun,Noun,Noun,Noun,Noun,Noun,radio
248,mcs_vc8_38scissors,scissors,scissors,scissors,scissors,household,Noun,Noun,Noun,Noun,Noun,Noun,scissors
249,mcs_vc8_39soap,soap,soap,soap,soap,household,Noun,Noun,Noun,Noun,Noun,Noun,soap
250,mcs_vc8_40spoon,spoon,spoon,spoon,spoon,household,Noun,Noun,Noun,Noun,Noun,Noun,spoon
251,mcs_vc8_41tape,tape,tape,tape,tape,household,Noun,Noun,Noun,Noun,Noun,Noun,tape
252,mcs_vc8_42telephone,telephone,telephone,telephone,telephone,household,Noun,Noun,Noun,Noun,Noun,Noun,telephone
253,mcs_vc8_43tissklee,tissklee,tissklee,tissklee,tissklee,household,Noun,Noun,Noun,Noun,Noun,Noun,tissue/kleenex
254,mcs_vc8_44toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,household,Noun,Noun,Noun,Noun,Noun,Noun,toothbrush
255,mcs_vc8_45towel,towel,towel,towel,towel,household,Noun,Noun,Noun,Noun,Noun,Noun,towel
256,mcs_vc8_46trash,trash,trash,trash,trash,household,Noun,Noun,Noun,Noun,Noun,Noun,trash
257,mcs_vc8_47tray,tray,tray,tray,tray,household,Noun,Noun,Noun,Noun,Noun,Noun,tray
258,mcs_vc8_48vacuum,vacuum,vacuum,vacuum,vacuum,household,Noun,Noun,Noun,Noun,Noun,Noun,vacuum
259,mcs_vc8_49walker,walker,walker,walker,walker,household,Noun,Noun,Noun,Noun,Noun,Noun,walker
260,mcs_vc8_50watch,watch,watch,watch,watch_obj,household,Noun,Noun,Noun,Noun,Noun,Noun,watch (object)
261,mcs_vc9_1basement,basement,basement,basement,basement,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,basement
262,mcs_vc9_2bathroom,bathroom,bathroom,bathroom,bathroom,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,bathroom
263,mcs_vc9_3bathtub,bathtub,bathtub,bathtub,bathtub,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,bathtub
264,mcs_vc9_4bed,bed,bed,bed,bed,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,bed
265,mcs_vc9_5bedroom,bedroom,bedroom,bedroom,bedroom,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,bedroom
266,mcs_vc9_6bench,bench,bench,bench,bench,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,bench
267,mcs_vc9_7chair,chair,chair,chair,chair,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,chair
268,mcs_vc9_8closet,closet,closet,closet,closet,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,closet
269,mcs_vc9_9couch,couch,couch,couch,couch,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,couch
270,mcs_vc9_10crib,crib,crib,crib,crib,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,crib
271,mcs_vc9_11door,door,door,door,door,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,door
272,mcs_vc9_12drawer,drawer,drawer,drawer,drawer,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,drawer
273,mcs_vc9_13dryer,dryer,dryer,dryer,dryer,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,dryer
274,mcs_vc9_14garage,garage,garage,garage,garage,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,garage
275,mcs_vc9_15highchair,highchair,highchair,highchair,highchair,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,high chair
276,mcs_vc9_16kitchen,kitchen,kitchen,kitchen,kitchen,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,kitchen
277,mcs_vc9_17livingroom,livingroom,livingroom,livingroom,livingroom,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,living room
278,mcs_vc9_18oven,oven,oven,oven,oven,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,oven
279,mcs_vc9_19playpen,playpen,playpen,playpen,playpen,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,play pen
280,mcs_vc9_20porch,porch,porch,porch,porch,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,porch
281,mcs_vc9_21potty,potty,potty,potty,potty,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,potty
282,mcs_vc9_22refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,rocking chair
283,mcs_vc9_23rockingchair,rockingchair,rockingchair,rockingchair,rockingchair,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,refrigerator
284,mcs_vc9_24room,room,room,room,room,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,room
285,mcs_vc9_25shower,shower,shower,shower,shower,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,shower
286,mcs_vc9_26sink,sink,sink,sink,sink,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,sink
287,mcs_vc9_27sofa,sofa,sofa,sofa,sofa,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,sofa
288,mcs_vc9_28stairs,stairs,stairs,stairs,stairs,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,stairs
289,mcs_vc9_29stove,stove,stove,stove,stove,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,stove
290,mcs_vc9_30table,table,table,table,table,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,table
291,mcs_vc9_31tv,TV,TV,TV,TV,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,TV
292,mcs_vc9_32washingmachine,washingmachine,washingmachine,washingmachine,washingmachine,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,window
293,mcs_vc9_33window,window,window,window,window,furniture_rooms,Noun,Noun,Noun,Noun,Noun,Noun,washing machine
294,mcs_vc10_1backyard,backyard,backyard,backyard,backyard,outside,NA,NA,Noun,Noun,Noun,NA,backyard
295,mcs_vc10_2cloud,cloud,cloud,cloud,cloud,outside,NA,NA,Noun,Noun,Noun,NA,cloud
296,mcs_vc10_3flag,flag,flag,flag,flag,outside,NA,NA,Noun,Noun,Noun,NA,flag
297,mcs_vc10_4flower,flower,flower,flower,flower,outside,NA,NA,Noun,Noun,Noun,NA,flower
298,mcs_vc10_5garden,garden,garden,garden,garden,outside,NA,NA,Noun,Noun,Noun,NA,garden
299,mcs_vc10_6grass,grass,grass,grass,grass,outside,NA,NA,Noun,Noun,Noun,NA,grass
300,mcs_vc10_7hose,hose,hose,hose,hose,outside,NA,NA,Noun,Noun,Noun,NA,hose
301,mcs_vc10_8ladder,ladder,ladder,ladder,ladder,outside,NA,NA,Noun,Noun,Noun,NA,ladder
302,mcs_vc10_9lawnmower,lawnmower,lawnmower,lawnmower,lawnmower,outside,NA,NA,Noun,Noun,Noun,NA,lawn mower
303,mcs_vc10_10moon,moon,moon,moon,moon,outside,NA,NA,Noun,Noun,Noun,NA,moon
304,mcs_vc10_11pool,pool,pool,pool,pool,outside,NA,NA,Noun,Noun,Noun,NA,pool
305,mcs_vc10_12rain,rain,rain,rain,rain,outside,NA,NA,Noun,Noun,Noun,NA,rain
306,mcs_vc10_13rock,rock,rock,rock,rock,outside,NA,NA,Noun,Noun,Noun,NA,rock
307,mcs_vc10_14roof,roof,roof,roof,roof,outside,NA,NA,Noun,Noun,Noun,NA,roof
308,mcs_vc10_15sandbox,sandbox,sandbox,sandbox,sandbox,outside,NA,NA,Noun,Noun,Noun,NA,sandbox
309,mcs_vc10_16shovel,shovel,shovel,shovel,shovel,outside,NA,NA,Noun,Noun,Noun,NA,shovel
310,mcs_vc10_17sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,outside,NA,NA,Noun,Noun,Noun,NA,sidewalk
311,mcs_vc10_18sky,sky,sky,sky,sky,outside,NA,NA,Noun,Noun,Noun,NA,sky
312,mcs_vc10_19slide,slide,slide,slide,slide_obj,outside,NA,NA,Noun,Noun,Noun,NA,slide (object)
313,mcs_vc10_20snow,snow,snow,snow,snow,outside,NA,NA,Noun,Noun,Noun,NA,snow
314,mcs_vc10_21snowman,snowman,snowman,snowman,snowman,outside,NA,NA,Noun,Noun,Noun,NA,snowman
315,mcs_vc10_22sprinkler,sprinkler,sprinkler,sprinkler,sprinkler,outside,NA,NA,Noun,Noun,Noun,NA,sprinkler
316,mcs_vc10_23star,star,star,star,star,outside,NA,NA,Noun,Noun,Noun,NA,star
317,mcs_vc10_24stick,stick,stick,stick,stick,outside,NA,NA,Noun,Noun,Noun,NA,stick
318,mcs_vc10_25stone,stone,stone,stone,stone,outside,NA,NA,Noun,Noun,Noun,NA,stone
319,mcs_vc10_26street,street,street,street,street,outside,NA,NA,Noun,Noun,Noun,NA,street
320,mcs_vc10_27sun,sun,sun,sun,sun,outside,NA,NA,Noun,Noun,Noun,NA,sun
321,mcs_vc10_28swing,swing,swing,swing,swing_obj,outside,NA,NA,Noun,Noun,Noun,NA,swing (object)
322,mcs_vc10_29tree,tree,tree,tree,tree,outside,NA,NA,Noun,Noun,Noun,NA,tree
323,mcs_vc10_30water,water,water,water,water_notbev,outside,NA,NA,Noun,Noun,Noun,NA,water (not beverage)
324,mcs_vc10_31wind,wind,wind,wind,wind,outside,NA,NA,Noun,Noun,Noun,NA,wind
325,mcs_vc14_79spill,spill,spill,spill,spill,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,spill
326,mcs_vc11_1beach,beach,beach,beach,beach,places_to_go,NA,NA,Noun,Noun,Noun,NA,beach
327,mcs_vc11_2camping,camping,camping,camping,camping,places_to_go,NA,NA,NA,NA,NA,NA,camping
328,mcs_vc11_3church,church,church,church,church,places_to_go,NA,NA,Noun,Noun,Noun,NA,church*
329,mcs_vc11_4circus,circus,circus,circus,circus,places_to_go,NA,NA,Noun,Noun,Noun,NA,circus
330,mcs_vc11_5country,country,country,country,country,places_to_go,NA,NA,Noun,Noun,Noun,NA,country
331,mcs_vc11_6downtown,downtown,downtown,downtown,downtown,places_to_go,NA,NA,Noun,Noun,Noun,NA,downtown
332,mcs_vc11_7farm,farm,farm,farm,farm,places_to_go,NA,NA,Noun,Noun,Noun,NA,farm
333,mcs_vc11_8gasstation,gasstation,gasstation,gasstation,gasstation,places_to_go,NA,NA,Noun,Noun,Noun,NA,gas station
334,mcs_vc11_9home,home,home,home,home,places_to_go,NA,NA,Noun,Noun,Noun,NA,home
335,mcs_vc11_10house,house,house,house,house,places_to_go,NA,NA,Noun,Noun,Noun,NA,house
336,mcs_vc11_11movie,movie,movie,movie,movie,places_to_go,NA,NA,Noun,Noun,Noun,NA,movie
337,mcs_vc11_12outside,outside,outside,outside,outside,places_to_go,NA,NA,Noun,Noun,Noun,NA,outside
338,mcs_vc11_13park,park,park,park,park,places_to_go,NA,NA,Noun,Noun,Noun,NA,park
339,mcs_vc11_14party,party,party,party,party,places_to_go,NA,NA,Noun,Noun,Noun,NA,party
340,mcs_vc11_15picnic,picnic,picnic,picnic,picnic,places_to_go,NA,NA,Noun,Noun,Noun,NA,picnic
341,mcs_vc11_16playground,playground,playground,playground,playground,places_to_go,NA,NA,Noun,Noun,Noun,NA,playground
342,mcs_vc11_17school,school,school,school,school,places_to_go,NA,NA,Noun,Noun,Noun,NA,school
343,mcs_vc11_18store,store,store,store,store,places_to_go,NA,NA,Noun,Noun,Noun,NA,store
344,mcs_vc11_19woods,woods,woods,woods,woods,places_to_go,NA,NA,Noun,Noun,Noun,NA,woods
345,mcs_vc11_20work,work,work,work,work_pla,places_to_go,NA,NA,Noun,Noun,Noun,NA,work (place)
346,mcs_vc11_21yard,yard,yard,yard,yard,places_to_go,NA,NA,Noun,Noun,Noun,NA,yard
347,mcs_vc11_22zoo,zoo,zoo,zoo,zoo,places_to_go,NA,NA,Noun,Noun,Noun,NA,zoo
348,mcs_vc12_1aunt,aunt,aunt,aunt,aunt,people,NA,NA,Noun,People,People,NA,aunt
349,mcs_vc12_2baby,baby,baby,baby,baby,people,NA,NA,Noun,People,People,NA,baby
350,mcs_vc12_3babysitter,babysitter,babysitter,babysitter,babysitter,people,NA,NA,Noun,People,People,NA,babysitter
351,mcs_vc12_4babysittername,babysitter'sname,babysitter'sname,babysitter'sname,babysitter'sname,people,NA,NA,Noun,People,People,NA,babysitter's name
352,mcs_vc12_5boy,boy,boy,boy,boy,people,NA,NA,Noun,People,People,NA,boy
353,mcs_vc12_6brother,brother,brother,brother,brother,people,NA,NA,Noun,People,People,NA,brother
354,mcs_vc12_7child,child,child,child,child,people,NA,NA,Noun,People,People,NA,child
355,mcs_vc12_8clown,clown,clown,clown,clown,people,NA,NA,Noun,People,People,NA,clown
356,mcs_vc12_9cowboy,cowboy,cowboy,cowboy,cowboy,people,NA,NA,Noun,People,People,NA,cowboy
357,mcs_vc12_10daddy,daddy,daddy,daddy,daddy,people,NA,NA,Noun,People,People,NA,daddy*
358,mcs_vc12_11doctor,doctor,doctor,doctor,doctor,people,NA,NA,Noun,People,People,NA,doctor
359,mcs_vc12_12fireman,fireman,fireman,fireman,fireman,people,NA,NA,Noun,People,People,NA,fireman
360,mcs_vc12_13friend,friend,friend,friend,friend,people,NA,NA,Noun,People,People,NA,friend
361,mcs_vc12_14girl,girl,girl,girl,girl,people,NA,NA,Noun,People,People,NA,girl
362,mcs_vc12_15grandma,grandma,grandma,grandma,grandma,people,NA,NA,Noun,People,People,NA,grandma*
363,mcs_vc12_16grandpa,grandpa,grandpa,grandpa,grandpa,people,NA,NA,Noun,People,People,NA,grandpa*
364,mcs_vc12_17lady,lady,lady,lady,lady,people,NA,NA,Noun,People,People,NA,lady
365,mcs_vc12_18mailman,mailman,mailman,mailman,mailman,people,NA,NA,Noun,People,People,NA,mailman
366,mcs_vc12_19man,man,man,man,man,people,NA,NA,Noun,People,People,NA,man
367,mcs_vc12_20mommy,mommy,mommy,mommy,mommy,people,NA,NA,Noun,People,People,NA,mommy*
368,mcs_vc12_21nurse,nurse,nurse,nurse,nurse,people,NA,NA,Noun,People,People,NA,nurse
369,mcs_vc12_22childname,childname,childname,childname,childname,people,NA,NA,Noun,People,People,NA,child's own name
370,mcs_vc12_23people,people,people,people,people,people,NA,NA,Noun,People,People,NA,people
371,mcs_vc12_24person,person,person,person,person,people,NA,NA,Noun,People,People,NA,person
372,mcs_vc12_25petname,petname,petname,petname,petname,people,NA,NA,Noun,People,People,NA,pet's name
373,mcs_vc12_26police,police,police,police,police,people,NA,NA,Noun,People,People,NA,police
374,mcs_vc12_27sister,sister,sister,sister,sister,people,NA,NA,Noun,People,People,NA,sister
375,mcs_vc12_28teacher,teacher,teacher,teacher,teacher,people,NA,NA,Noun,People,People,NA,teacher
376,mcs_vc12_29uncle,uncle,uncle,uncle,uncle,people,NA,NA,Noun,People,People,NA,uncle
377,mcs_vc13_1bath,bath,bath,bath,bath,games_routines,NA,NA,Noun,Noun,Noun,NA,bath
378,mcs_vc13_2breakfast,breakfast,breakfast,breakfast,breakfast,games_routines,NA,NA,Noun,Noun,Noun,NA,breakfast
379,mcs_vc13_3bye,bye,bye,bye,bye,games_routines,NA,NA,NA,NA,NA,NA,bye
380,mcs_vc13_4callph,callph,callph,callph,callph,games_routines,NA,NA,NA,NA,NA,NA,call (on phone)
381,mcs_vc13_5dinner,dinner,dinner,dinner,dinner,games_routines,NA,NA,Noun,Noun,Noun,NA,dinner
382,mcs_vc13_6givemefive,givemefive,givemefive,givemefive,givemefive,games_routines,NA,NA,NA,NA,NA,NA,give me five!
383,mcs_vc13_7gonnagetyou,gonnagetyou,gonnagetyou,gonnagetyou,gonnagetyou,games_routines,NA,NA,NA,NA,NA,NA,gonna get you!
384,mcs_vc13_8gopotty,gopotty,gopotty,gopotty,gopotty,games_routines,NA,NA,NA,NA,NA,NA,go potty
385,mcs_vc13_9hi,hi,hi,hi,hi,games_routines,NA,NA,NA,NA,NA,NA,hi
386,mcs_vc13_10hello,hello,hello,hello,hello,games_routines,NA,NA,NA,NA,NA,NA,hello
387,mcs_vc13_11lunch,lunch,lunch,lunch,lunch,games_routines,NA,NA,Noun,Noun,Noun,NA,lunch
388,mcs_vc13_12nap,nap,nap,nap,nap,games_routines,NA,NA,Noun,NA,NA,NA,nap
389,mcs_vc13_13night,nightnight,nightnight,nightnight,nightnight,games_routines,NA,NA,NA,NA,NA,NA,night night
390,mcs_vc13_14no,no,no,no,no,games_routines,NA,NA,NA,NA,NA,NA,no
391,mcs_vc13_15pattycake,pattycake,pattycake,pattycake,pattycake,games_routines,NA,NA,Noun,NA,NA,NA,pattycake
392,mcs_vc13_16peekaboo,peekaboo,peekaboo,peekaboo,peekaboo,games_routines,NA,NA,Noun,NA,NA,NA,peekaboo
393,mcs_vc13_17please,please,please,please,please,games_routines,NA,NA,NA,NA,NA,NA,please
394,mcs_vc13_18shush,shush,shush,shush,shush,games_routines,NA,NA,NA,NA,NA,NA,shh/shush/hush
395,mcs_vc13_19shopping,shopping,shopping,shopping,shopping,games_routines,NA,NA,NA,NA,NA,NA,shopping
396,mcs_vc13_20snack,snack,snack,snack,snack,games_routines,NA,NA,Noun,Noun,Noun,NA,snack
397,mcs_vc13_21sobig,sobig,sobig,sobig,sobig,games_routines,NA,NA,NA,NA,NA,NA,so big!
398,mcs_vc13_22thankyou,thankyou,thankyou,thankyou,thankyou,games_routines,NA,NA,NA,NA,NA,NA,thank you
399,mcs_vc13_23thislittlepiggy,thislittlepiggy,thislittlepiggy,thislittlepiggy,thislittlepiggy,games_routines,NA,NA,NA,NA,NA,NA,this little piggy
400,mcs_vc13_24turnaround,turnaround,turnaround,turnaround,turnaround,games_routines,NA,NA,Predicate,NA,NA,NA,turn around
401,mcs_vc13_25yes,yes,yes,yes,yes,games_routines,NA,NA,NA,NA,NA,NA,yes
402,mcs_vc14_1bite,bite,bite,bite,bite,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bite
403,mcs_vc14_2blow,blow,blow,blow,blow,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,blow
404,mcs_vc14_3break,break,break,break,break,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,break
405,mcs_vc14_4bring,bring,bring,bring,bring,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bring
406,mcs_vc14_5build,build,build,build,build,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,build
407,mcs_vc14_6bump,bump,bump,bump,bump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bump
408,mcs_vc14_7buy,buy,buy,buy,buy,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,buy
409,mcs_vc14_8carry,carry,carry,carry,carry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,carry
410,mcs_vc14_9catch,catch,catch,catch,catch,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,catch
411,mcs_vc14_10chase,chase,chase,chase,chase,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,chase
412,mcs_vc14_11clap,clap,clap,clap,clap,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clap
413,mcs_vc14_12clean,clean,clean,clean,clean_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clean (action)
414,mcs_vc14_13climb,climb,climb,climb,climb,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,climb
415,mcs_vc14_14close,close,close,close,close,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,close
416,mcs_vc14_15cook,cook,cook,cook,cook,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cook
417,mcs_vc14_16cover,cover,cover,cover,cover,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cover
418,mcs_vc14_17cry,cry,cry,cry,cry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cry
419,mcs_vc14_18cut,cut,cut,cut,cut,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cut
420,mcs_vc14_19dance,dance,dance,dance,dance,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dance
421,mcs_vc14_20draw,draw,draw,draw,draw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,draw
422,mcs_vc14_21drink,drink,drink,drink,drink_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drink (action)
423,mcs_vc14_22drive,drive,drive,drive,drive,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drive
424,mcs_vc14_23drop,drop,drop,drop,drop,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drop
425,mcs_vc14_24dry,dry,dry,dry,dry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dry (action)
426,mcs_vc14_25dump,dump,dump,dump,dump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dump
427,mcs_vc14_26eat,eat,eat,eat,eat,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,eat
428,mcs_vc14_27fall,fall,fall,fall,fall,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fall
429,mcs_vc14_28feed,feed,feed,feed,feed,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,feed
430,mcs_vc14_29find,find,find,find,find,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,find
431,mcs_vc14_30finish,finish,finish,finish,finish,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,finish
432,mcs_vc14_31fit,fit,fit,fit,fit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fit
433,mcs_vc14_32fix,fix,fix,fix,fix,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fix
434,mcs_vc14_33get,get,get,get,get,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,get
435,mcs_vc14_34give,give,give,give,give,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,give
436,mcs_vc14_35go,go,go,go,go,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,go
437,mcs_vc14_36hate,hate,hate,hate,hate,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hate
438,mcs_vc14_37have,have,have,have,have,action_words,Predicate,Predicate,Predicate,NA,NA,Verb,have
439,mcs_vc14_38hear,hear,hear,hear,hear,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hear
440,mcs_vc14_39help,help,help,help,help,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,help
441,mcs_vc14_40hide,hide,hide,hide,hide,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hide
442,mcs_vc14_41hit,hit,hit,hit,hit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hit
443,mcs_vc14_42hold,hold,hold,hold,hold,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hold
444,mcs_vc14_43hug,hug,hug,hug,hug,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hug
445,mcs_vc14_44hurry,hurry,hurry,hurry,hurry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hurry
446,mcs_vc14_45jump,jump,jump,jump,jump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,jump
447,mcs_vc14_46kick,kick,kick,kick,kick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kick
448,mcs_vc14_47kiss,kiss,kiss,kiss,kiss,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kiss
449,mcs_vc14_48knock,knock,knock,knock,knock,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,knock
450,mcs_vc14_49lick,lick,lick,lick,lick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,lick
451,mcs_vc14_50like,like,like,like,like,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,like
452,mcs_vc14_51listen,listen,listen,listen,listen,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,listen
453,mcs_vc14_52look,look,look,look,look,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,look
454,mcs_vc14_53love,love,love,love,love,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,love
455,mcs_vc14_54make,make,make,make,make,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,make
456,mcs_vc14_55open,open,open,open,open,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,open
457,mcs_vc14_56paint,paint,paint,paint,paint,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,paint
