num_item_id,word,replacement_word,replacement_word2,word_WordBank1,word_WordBank2,category,WG_class,class,classEH,RescorlaSafyer_Class,classEHse,classVerbs,CDI_Metadata_compatible
362,mcg_vc11_gpa,grandpa,grandpa,grandpa*,grandpa,people,NA,NA,Noun,people,people,NA,grandpa*
363,mcg_vc11_lady,lady,lady,lady,lady,people,NA,NA,Noun,people,people,NA,lady
365,mcg_vc11_man,man,man,man,man,people,NA,NA,Noun,people,people,NA,man
366,mcg_vc11_mom,mommy,mommy,mommy*,mommy,people,NA,NA,Noun,people,people,NA,mommy*
368,mcg_vc11_name,childname,childname,child's own name,childname,people,NA,NA,Noun,people,people,NA,child's own name
369,mcg_vc11_pple,people,people,people,people,people,NA,NA,Noun,people,people,NA,people
370,mcg_vc11_persn,person,person,person,person,people,NA,NA,Noun,people,people,NA,person
373,mcg_vc11_sister,sister,sister,sister,sister,people,NA,NA,Noun,people,people,NA,sister
374,mcg_vc11_tchr,teacher,teacher,teacher,teacher,people,NA,NA,Noun,people,people,NA,teacher
375,mcg_vc11_uncle,uncle,uncle,uncle,uncle,people,NA,NA,Noun,people,people,NA,uncle
376,mcg_vc12_bath,bath,bath,bath,bath,games_routines,NA,NA,Noun,Noun,Noun,NA,bath
377,mcg_vc12_bkft,breakfast,breakfast,breakfast,breakfast,games_routines,NA,NA,Noun,Noun,Noun,NA,breakfast
378,mcg_vc12_bye,bye,bye,bye,bye,games_routines,NA,NA,NA,NA,NA,NA,bye
380,mcg_vc12_dnnr,dinner,dinner,dinner,dinner,games_routines,NA,NA,Noun,Noun,Noun,NA,dinner
662,mcg_vc12_dont,dont,dont,don't,don't,games_routines,NA,NA,Predicate,NA,NA,NA,don't
384,mcg_vc12_hello,hello,hello,hello,hello,games_routines,NA,NA,NA,NA,NA,NA,hello
385,mcg_vc12_hi,hi,hi,hi,hi,games_routines,NA,NA,NA,NA,NA,NA,hi
386,mcg_vc12_lunch,lunch,lunch,lunch,lunch,games_routines,NA,NA,Noun,Noun,Noun,NA,lunch
387,mcg_vc12_nap,nap,nap,nap,nap,games_routines,NA,NA,Noun,NA,NA,NA,nap
388,mcg_vc12_night,nightnight,nightnight,night night,nightnight,games_routines,NA,NA,NA,NA,NA,NA,night night
389,mcg_vc12_no,no,no,no,no,games_routines,NA,NA,NA,NA,NA,NA,no
390,mcg_vc12_patty,pattycake,pattycake,pattycake,pattycake,games_routines,NA,NA,Noun,NA,NA,NA,pattycake
391,mcg_vc12_peek,peekaboo,peekaboo,peekaboo,peekaboo,games_routines,NA,NA,Noun,NA,NA,NA,peekaboo
392,mcg_vc12_plse,please,please,please,please,games_routines,NA,NA,NA,NA,NA,NA,please
393,mcg_vc12_shh,shush,shush,shh/shush/hush,shush,games_routines,NA,NA,NA,NA,NA,NA,shh/shush/hush
397,mcg_vc12_tkyou,thankyou,thankyou,thank you,thankyou,games_routines,NA,NA,NA,NA,NA,NA,thank you
495,mcg_vc12_wait,wait,wait,wait,wait,games_routines,Predicate,Predicate,Predicate,Verb,Verb,Verb,wait
670,mcg_vc12_want,want,want,wanna/want to,wanna,games_routines,Predicate,Predicate,Predicate,Verb,Verb,Verb,wanna/want to
400,mcg_vc12_yes,yes,yes,yes,yes,games_routines,NA,NA,NA,NA,NA,NA,yes
401,mcg_vc13_bite,bite,bite,bite,bite,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bite
402,mcg_vc13_blow,blow,blow,blow,blow,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,blow
403,mcg_vc13_brk,break,break,break,break,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,break
404,mcg_vc13_bring,bring,bring,bring,bring,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bring
406,mcg_vc13_bump,bump,bump,bump,bump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bump
412,mcg_vc13_clean,clean,clean,clean (action),clean_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clean (action)
414,mcg_vc13_close,close,close,close,close,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,close
417,mcg_vc13_cry,cry,cry,cry,cry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cry
419,mcg_vc13_dance,dance,dance,dance,dance,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dance
420,mcg_vc13_draw,draw,draw,draw,draw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,draw
421,mcg_vc13_drink,drink,drink,drink (action),drink_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drink (action)
422,mcg_vc13_drive,drive,drive,drive,drive,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drive
426,mcg_vc13_eat,eat,eat,eat,eat,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,eat
427,mcg_vc13_fall,fall,fall,fall,fall,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fall
428,mcg_vc13_feed,feed,feed,feed,feed,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,feed
430,mcg_vc13_fnsh,finish,finish,finish,finish,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,finish
433,mcg_vc13_get,get,get,get,get,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,get
434,mcg_vc13_give,give,give,give,give,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,give
435,mcg_vc13_go,go,go,go,go,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,go
439,mcg_vc13_help,help,help,help,help,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,help
441,mcg_vc13_hit,hit,hit,hit,hit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hit
443,mcg_vc13_hug,hug,hug,hug,hug,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hug
444,mcg_vc13_hurry,hurry,hurry,hurry,hurry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hurry
445,mcg_vc13_jump,jump,jump,jump,jump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,jump
446,mcg_vc13_kick,kick,kick,kick,kick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kick
447,mcg_vc13_kiss,kiss,kiss,kiss,kiss,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kiss
452,mcg_vc13_look,look,look,look,look,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,look
453,mcg_vc13_love,love,love,love,love,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,love
455,mcg_vc13_open,open,open,open,open,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,open
458,mcg_vc13_play,play,play,play,play,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,play
461,mcg_vc13_pull,pull,pull,pull,pull,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pull
462,mcg_vc13_push,push,push,push,push,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,push
463,mcg_vc13_put,put,put,put,put,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,put
464,mcg_vc13_read,read,read,read,read,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,read
465,mcg_vc13_ride,ride,ride,ride,ride,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,ride
467,mcg_vc13_run,run,run,run,run,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,run
468,mcg_vc13_say,say,say,say,say,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,say
469,mcg_vc13_see,see,see,see,see,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,see
472,mcg_vc13_show,show,show,show,show,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,show
473,mcg_vc13_sing,sing,sing,sing,sing,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sing
476,mcg_vc13_sleep,sleep,sleep,sleep,sleep,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sleep
478,mcg_vc13_smile,smile,smile,smile,smile,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,smile
480,mcg_vc13_splsh,splash,splash,splash,splash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,splash
483,mcg_vc13_stop,stop,stop,stop,stop,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,stop
485,mcg_vc13_swim,swim,swim,swim,swim,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swim
486,mcg_vc13_swing,swing,swing,swing (action),swing_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swing (action)
487,mcg_vc13_take,take,take,take,take,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,take
492,mcg_vc13_throw,throw,throw,throw,throw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,throw
493,mcg_vc13_tckle,tickle,tickle,tickle,tickle,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,tickle
494,mcg_vc13_touch,touch,touch,touch,touch,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,touch
499,mcg_vc13_watch,watch,watch,watch (action),watch_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,watch (action)
497,mcg_vc13_walk,walk,walk,walk,walk,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,walk
498,mcg_vc13_wash,wash,wash,wash,wash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wash
500,mcg_vc13_wipe,wipe,wipe,wipe,wipe,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wipe
503,mcg_vc13_write,write,write,write,write,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,write
569,mcg_vc14_day,day,day,day,day,time_words,NA,NA,NA,NA,NA,NA,day
570,mcg_vc14_later,later,later,later,later,time_words,NA,NA,NA,NA,NA,NA,later
571,mcg_vc14_morn,morning,morning,morning,morning,time_words,NA,NA,NA,NA,NA,NA,morning
572,mcg_vc14_night,night,night,night,night,time_words,NA,NA,NA,NA,NA,NA,night
573,mcg_vc14_now,now,now,now,now,time_words,NA,NA,NA,NA,NA,NA,now
575,mcg_vc14_today,today,today,today,today,time_words,NA,NA,NA,NA,NA,NA,today
576,mcg_vc14_tomrr,tomorrow,tomorrow,tomorrow,tomorrow,time_words,NA,NA,NA,NA,NA,NA,tomorrow
577,mcg_vc14_tnght,tonight,tonight,tonight,tonight,time_words,NA,NA,NA,NA,NA,NA,tonight
504,mcg_vc15_allgn,allgone,allgone,all gone,allgone,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,all gone
505,mcg_vc15_asleep,asleep,asleep,asleep,asleep,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,asleep
507,mcg_vc15_bad,bad,bad,bad,bad,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,bad
509,mcg_vc15_big,big,big,big,big,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,big
511,mcg_vc15_blue,blue,blue,blue,blue,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,blue
512,mcg_vc15_brkn,broken,broken,broken,broken,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,broken
514,mcg_vc15_care,careful,careful,careful,careful,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,careful
515,mcg_vc15_clean,clean,clean,clean (description),clean_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,clean (description)
516,mcg_vc15_cold,cold,cold,cold,cold,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cold
517,mcg_vc15_cute,cute,cute,cute,cute,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cute
518,mcg_vc15_dark,dark,dark,dark,dark,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dark
519,mcg_vc15_dirty,dirty,dirty,dirty,dirty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dirty
520,mcg_vc15_dry,dry,dry,dry (description),dry_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dry (description)
521,mcg_vc15_empty,empty,empty,empty,empty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,empty
522,mcg_vc15_fast,fast,fast,fast,fast,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fast
523,mcg_vc15_fine,fine,fine,fine,fine,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fine
526,mcg_vc15_gntle,gentle,gentle,gentle,gentle,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,gentle
527,mcg_vc15_good,good,good,good,good,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,good
529,mcg_vc15_happy,happy,happy,happy,happy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,happy
530,mcg_vc15_hard,hard,hard,hard,hard,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hard
533,mcg_vc15_hot,hot,hot,hot,hot,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hot
534,mcg_vc15_hungry,hungry,hungry,hungry,hungry,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hungry
535,mcg_vc15_hurt,hurt,hurt,hurt,hurt,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hurt
537,mcg_vc15_lttle,little,little,little (description),little_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,little (description)
541,mcg_vc15_nghty,naughty,naughty,naughty,naughty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,naughty
543,mcg_vc15_nice,nice,nice,nice,nice,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,nice
545,mcg_vc15_old,old,old,old,old,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,old
548,mcg_vc15_prtty,pretty,pretty,pretty,pretty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,pretty
550,mcg_vc15_red,red,red,red,red,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,red
552,mcg_vc15_scared,scared,scared,scared,scared,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,scared
553,mcg_vc15_sick,sick,sick,sick,sick,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sick
554,mcg_vc15_sleepy,sleepy,sleepy,sleepy,sleepy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sleepy
556,mcg_vc15_soft,soft,soft,soft,soft,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,soft
559,mcg_vc15_thirst,thirsty,thirsty,thirsty,thirsty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,thirsty
561,mcg_vc15_tired,tired,tired,tired,tired,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,tired
562,mcg_vc15_wet,wet,wet,wet,wet,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,wet
566,mcg_vc15_yuck,yucky,yucky,yucky,yucky,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,yucky
583,mcg_vc16_his,his,his,his,his,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,his
584,mcg_vc16_i,I,I,her,her,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,her
580,mcg_vc16_her,her,her,I,I,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,I
585,mcg_vc16_it,it,it,it,it,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,it
586,mcg_vc16_me,me,me,me,me,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,me
587,mcg_vc16_mine,mine,mine,mine,mine,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,mine
588,mcg_vc16_my,my,my,my,my,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,my
592,mcg_vc16_that,that,that,that,that,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,that
597,mcg_vc16_this,this,this,this,this,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,this
601,mcg_vc16_you,you,you,you,you,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,you
602,mcg_vc16_your,your,your,your,your,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,your
604,mcg_vc17_how,how,how,how,how,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,how
605,mcg_vc17_what,what,what,what,what,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,what
606,mcg_vc17_when,when,when,when,when,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,when
607,mcg_vc17_where,where,where,where,where,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,where
609,mcg_vc17_who,who,who,who,who,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,who
610,mcg_vc17_why,why,why,why,why,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,why
615,mcg_vc18_away,away,away,away,away,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,away
616,mcg_vc18_back,back,back,back,back,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,back
620,mcg_vc18_down,down,down,down,down,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,down
623,mcg_vc18_in,in,in,in,in,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,inside/in
623,mcg_vc18_inside,inside,inside,inside,inside,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,inside/in
627,mcg_vc18_off,off,off,off,off,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,off
628,mcg_vc18_on,on,on,on,on,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,on
630,mcg_vc18_out,out,out,out,out,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,out
632,mcg_vc18_there,there,there,there,there,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,there
634,mcg_vc18_under,under,under,under,under,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,under
635,mcg_vc18_up,up,up,up,up,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,up
638,mcg_vc19_all,all,all,all,all,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,all
641,mcg_vc19_anoth,another,another,another,another,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,another
645,mcg_vc19_more,more,more,more,more,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,more
647,mcg_vc19_none,none,none,none,none,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,none
648,mcg_vc19_not,not,not,not,not,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,not
649,mcg_vc19_other,other,other,other,other,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,other
650,mcg_vc19_same,same,same,same,same,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,same
651,mcg_vc19_some,some,some,some,some,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,some
